timestamp_jst,repo,title,price,type,terms_url,form_url,exact_acceptance_statement,buyer_must_do,proof_required,money_rule,exclusions,payment_activation_url,proof_monitor_url
2026-06-16 10:20:22 JST,jaxassistant55/automation-blueprint-starter,Automation Blueprint Starter,$100,service,https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-offer-terms.html#automation-blueprint-starter,https://github.com/jaxassistant55/automation-blueprint-starter/issues/new?template=ready-to-pay-automation-blueprint-starter.yml,"I accept the Automation Blueprint Starter fixed-scope work terms at $100. I understand work or transfer starts only after seller-owned external payment proof exists; I will provide only public or buyer-owned/buyer-authorized non-sensitive inputs; the deliverable is limited to the public preview, README/ORDER scope, and accepted ready-to-pay form details; and credentials, account login work, unauthorized private files, confidential regulated data handling, purchasing, publishing changes, ongoing support, custom implementation beyond the accepted scope, or extra revisions are not included unless separately agreed before payment.","Open the ready-to-pay form, accept the exact statement, keep inputs public-safe, and use a seller-owned external payment route after scope acceptance.","Buyer issue, exact acceptance text, external payment proof, delivery proof, buyer acceptance or platform completion, payout state, amount, date, provider/platform, and refund/hold/fee state.","Count $0 until buyer acceptance, seller-owned external payment proof, delivery proof, and posted/released/payable/cleared funds exist.","Credentials, account login work, unauthorized private files, confidential regulated data handling, purchasing, publishing changes, ongoing support, custom implementation beyond accepted scope, and extra revisions unless separately agreed before payment.",https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation.html,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html
2026-06-16 10:20:22 JST,jaxassistant55/browser-extension-template-preview,Browser Extension Template Preview,$29,product,https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-offer-terms.html#browser-extension-template-preview,https://github.com/jaxassistant55/browser-extension-template-preview/issues/new?template=ready-to-pay-browser-extension-template-preview.yml,"I accept the Browser Extension Template Preview transfer terms at $29. I understand work or transfer starts only after seller-owned external payment proof exists; I will provide only public or buyer-owned/buyer-authorized non-sensitive inputs; the deliverable is limited to the public preview, README/ORDER scope, and accepted ready-to-pay form details; and credentials, account login work, unauthorized private files, confidential regulated data handling, purchasing, publishing changes, ongoing support, custom implementation beyond the accepted scope, or extra revisions are not included unless separately agreed before payment.","Open the ready-to-pay form, accept the exact statement, keep inputs public-safe, and use a seller-owned external payment route after scope acceptance.","Buyer issue, exact acceptance text, external payment proof, delivery proof, buyer acceptance or platform completion, payout state, amount, date, provider/platform, and refund/hold/fee state.","Count $0 until buyer acceptance, seller-owned external payment proof, delivery proof, and posted/released/payable/cleared funds exist.","Credentials, account login work, unauthorized private files, confidential regulated data handling, purchasing, publishing changes, ongoing support, custom implementation beyond accepted scope, and extra revisions unless separately agreed before payment.",https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation.html,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html
2026-06-16 10:20:22 JST,jaxassistant55/career-packet-starter,Career Packet Starter,$125,service,https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-offer-terms.html#career-packet-starter,https://github.com/jaxassistant55/career-packet-starter/issues/new?template=ready-to-pay-career-packet-starter.yml,"I accept the Career Packet Starter fixed-scope work terms at $125. I understand work or transfer starts only after seller-owned external payment proof exists; I will provide only public or buyer-owned/buyer-authorized non-sensitive inputs; the deliverable is limited to the public preview, README/ORDER scope, and accepted ready-to-pay form details; and credentials, account login work, unauthorized private files, confidential regulated data handling, purchasing, publishing changes, ongoing support, custom implementation beyond the accepted scope, or extra revisions are not included unless separately agreed before payment.","Open the ready-to-pay form, accept the exact statement, keep inputs public-safe, and use a seller-owned external payment route after scope acceptance.","Buyer issue, exact acceptance text, external payment proof, delivery proof, buyer acceptance or platform completion, payout state, amount, date, provider/platform, and refund/hold/fee state.","Count $0 until buyer acceptance, seller-owned external payment proof, delivery proof, and posted/released/payable/cleared funds exist.","Credentials, account login work, unauthorized private files, confidential regulated data handling, purchasing, publishing changes, ongoing support, custom implementation beyond accepted scope, and extra revisions unless separately agreed before payment.",https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation.html,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html
2026-06-16 10:20:22 JST,jaxassistant55/client-intake-sop-starter,Client Intake SOP Starter,$125,service,https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-offer-terms.html#client-intake-sop-starter,https://github.com/jaxassistant55/client-intake-sop-starter/issues/new?template=ready-to-pay-client-intake-sop-starter.yml,"I accept the Client Intake SOP Starter fixed-scope work terms at $125. I understand work or transfer starts only after seller-owned external payment proof exists; I will provide only public or buyer-owned/buyer-authorized non-sensitive inputs; the deliverable is limited to the public preview, README/ORDER scope, and accepted ready-to-pay form details; and credentials, account login work, unauthorized private files, confidential regulated data handling, purchasing, publishing changes, ongoing support, custom implementation beyond the accepted scope, or extra revisions are not included unless separately agreed before payment.","Open the ready-to-pay form, accept the exact statement, keep inputs public-safe, and use a seller-owned external payment route after scope acceptance.","Buyer issue, exact acceptance text, external payment proof, delivery proof, buyer acceptance or platform completion, payout state, amount, date, provider/platform, and refund/hold/fee state.","Count $0 until buyer acceptance, seller-owned external payment proof, delivery proof, and posted/released/payable/cleared funds exist.","Credentials, account login work, unauthorized private files, confidential regulated data handling, purchasing, publishing changes, ongoing support, custom implementation beyond accepted scope, and extra revisions unless separately agreed before payment.",https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation.html,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html
2026-06-16 10:20:22 JST,jaxassistant55/content-repurposing-sprint-starter,Content Repurposing Sprint Starter,$100,service,https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-offer-terms.html#content-repurposing-sprint-starter,https://github.com/jaxassistant55/content-repurposing-sprint-starter/issues/new?template=ready-to-pay-content-repurposing-sprint-starter.yml,"I accept the Content Repurposing Sprint Starter fixed-scope work terms at $100. I understand work or transfer starts only after seller-owned external payment proof exists; I will provide only public or buyer-owned/buyer-authorized non-sensitive inputs; the deliverable is limited to the public preview, README/ORDER scope, and accepted ready-to-pay form details; and credentials, account login work, unauthorized private files, confidential regulated data handling, purchasing, publishing changes, ongoing support, custom implementation beyond the accepted scope, or extra revisions are not included unless separately agreed before payment.","Open the ready-to-pay form, accept the exact statement, keep inputs public-safe, and use a seller-owned external payment route after scope acceptance.","Buyer issue, exact acceptance text, external payment proof, delivery proof, buyer acceptance or platform completion, payout state, amount, date, provider/platform, and refund/hold/fee state.","Count $0 until buyer acceptance, seller-owned external payment proof, delivery proof, and posted/released/payable/cleared funds exist.","Credentials, account login work, unauthorized private files, confidential regulated data handling, purchasing, publishing changes, ongoing support, custom implementation beyond accepted scope, and extra revisions unless separately agreed before payment.",https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation.html,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html
2026-06-16 10:20:22 JST,jaxassistant55/data-cleanup-sprint-starter,Data Cleanup Sprint Starter,$125,service,https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-offer-terms.html#data-cleanup-sprint-starter,https://github.com/jaxassistant55/data-cleanup-sprint-starter/issues/new?template=ready-to-pay-data-cleanup-sprint-starter.yml,"I accept the Data Cleanup Sprint Starter fixed-scope work terms at $125. I understand work or transfer starts only after seller-owned external payment proof exists; I will provide only public or buyer-owned/buyer-authorized non-sensitive inputs; the deliverable is limited to the public preview, README/ORDER scope, and accepted ready-to-pay form details; and credentials, account login work, unauthorized private files, confidential regulated data handling, purchasing, publishing changes, ongoing support, custom implementation beyond the accepted scope, or extra revisions are not included unless separately agreed before payment.","Open the ready-to-pay form, accept the exact statement, keep inputs public-safe, and use a seller-owned external payment route after scope acceptance.","Buyer issue, exact acceptance text, external payment proof, delivery proof, buyer acceptance or platform completion, payout state, amount, date, provider/platform, and refund/hold/fee state.","Count $0 until buyer acceptance, seller-owned external payment proof, delivery proof, and posted/released/payable/cleared funds exist.","Credentials, account login work, unauthorized private files, confidential regulated data handling, purchasing, publishing changes, ongoing support, custom implementation beyond accepted scope, and extra revisions unless separately agreed before payment.",https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation.html,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html
2026-06-16 10:20:22 JST,jaxassistant55/local-seo-gbp-audit-starter,Local SEO GBP Audit Starter,$175,service,https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-offer-terms.html#local-seo-gbp-audit-starter,https://github.com/jaxassistant55/local-seo-gbp-audit-starter/issues/new?template=ready-to-pay-local-seo-gbp-audit.yml,"I accept the Local SEO / GBP Audit fixed-scope terms at $175. I understand work starts only after seller-owned external payment proof exists; I will provide only public or buyer-authorized non-sensitive business details; the audit is limited to public website/profile review, category/citation/review/landing-page observations, and a prioritized action checklist; and Google account login work, profile claiming/verification, fake reviews, paid ads, legal advice, publishing edits, ongoing SEO, or extra revisions are not included unless separately agreed before payment.","Open the ready-to-pay form, accept the exact statement, keep inputs public-safe, and use a seller-owned external payment route after scope acceptance.","Buyer issue, exact acceptance text, external payment proof, delivery proof, buyer acceptance or platform completion, payout state, amount, date, provider/platform, and refund/hold/fee state.","Count $0 until buyer acceptance, seller-owned external payment proof, delivery proof, and posted/released/payable/cleared funds exist.","Credentials, account login work, unauthorized private files, confidential regulated data handling, purchasing, publishing changes, ongoing support, custom implementation beyond accepted scope, and extra revisions unless separately agreed before payment.",https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation.html,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html
2026-06-16 10:20:22 JST,jaxassistant55/niche-quote-estimator-starter,Niche Quote Estimator Starter,$150,service,https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-offer-terms.html#niche-quote-estimator-starter,https://github.com/jaxassistant55/niche-quote-estimator-starter/issues/new?template=ready-to-pay-niche-quote-estimator-starter.yml,"I accept the Niche Quote Estimator Starter fixed-scope work terms at $150. I understand work or transfer starts only after seller-owned external payment proof exists; I will provide only public or buyer-owned/buyer-authorized non-sensitive inputs; the deliverable is limited to the public preview, README/ORDER scope, and accepted ready-to-pay form details; and credentials, account login work, unauthorized private files, confidential regulated data handling, purchasing, publishing changes, ongoing support, custom implementation beyond the accepted scope, or extra revisions are not included unless separately agreed before payment.","Open the ready-to-pay form, accept the exact statement, keep inputs public-safe, and use a seller-owned external payment route after scope acceptance.","Buyer issue, exact acceptance text, external payment proof, delivery proof, buyer acceptance or platform completion, payout state, amount, date, provider/platform, and refund/hold/fee state.","Count $0 until buyer acceptance, seller-owned external payment proof, delivery proof, and posted/released/payable/cleared funds exist.","Credentials, account login work, unauthorized private files, confidential regulated data handling, purchasing, publishing changes, ongoing support, custom implementation beyond accepted scope, and extra revisions unless separately agreed before payment.",https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation.html,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html
2026-06-16 10:20:22 JST,jaxassistant55/pdf-table-extraction-starter,PDF Table Extraction Starter,$125,service,https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-offer-terms.html#pdf-table-extraction-starter,https://github.com/jaxassistant55/pdf-table-extraction-starter/issues/new?template=ready-to-pay-pdf-table-extraction.yml,"I accept the PDF/Table Extraction fixed-scope terms at $125. I understand work starts only after seller-owned external payment proof exists; I will provide only public or buyer-owned/buyer-authorized non-sensitive documents through an approved channel; the deliverable is limited to extracted CSV/XLSX output, ambiguity notes, and a repeatable extraction checklist for the accepted sample; and confidential regulated data handling, OCR of large batches, custom software implementation, credential/account access, ongoing support, or extra revisions are not included unless separately agreed before payment.","Open the ready-to-pay form, accept the exact statement, keep inputs public-safe, and use a seller-owned external payment route after scope acceptance.","Buyer issue, exact acceptance text, external payment proof, delivery proof, buyer acceptance or platform completion, payout state, amount, date, provider/platform, and refund/hold/fee state.","Count $0 until buyer acceptance, seller-owned external payment proof, delivery proof, and posted/released/payable/cleared funds exist.","Credentials, account login work, unauthorized private files, confidential regulated data handling, purchasing, publishing changes, ongoing support, custom implementation beyond accepted scope, and extra revisions unless separately agreed before payment.",https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation.html,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html
2026-06-16 10:20:22 JST,jaxassistant55/resale-listing-research-starter,Resale Listing Research Starter,$100,service,https://jaxassistant55.github.io/jax-micro-offer-studio/standalone-offer-terms.html#resale-listing-research-starter,https://github.com/jaxassistant55/resale-listing-research-starter/issues/new?template=ready-to-pay-resale-listing-research-starter.yml,"I accept the Resale Listing Research Starter fixed-scope work terms at $100. I understand work or transfer starts only after seller-owned external payment proof exists; I will provide only public or buyer-owned/buyer-authorized non-sensitive inputs; the deliverable is limited to the public preview, README/ORDER scope, and accepted ready-to-pay form details; and credentials, account login work, unauthorized private files, confidential regulated data handling, purchasing, publishing changes, ongoing support, custom implementation beyond the accepted scope, or extra revisions are not included unless separately agreed before payment.","Open the ready-to-pay form, accept the exact statement, keep inputs public-safe, and use a seller-owned external payment route after scope acceptance.","Buyer issue, exact acceptance text, external payment proof, delivery proof, buyer acceptance or platform completion, payout state, amount, date, provider/platform, and refund/hold/fee state.","Count $0 until buyer acceptance, seller-owned external payment proof, delivery proof, and posted/released/payable/cleared funds exist.","Credentials, account login work, unauthorized private files, confidential regulated data handling, purchasing, publishing changes, ongoing support, custom implementation beyond accepted scope, and extra revisions unless separately agreed before payment.",https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation.html,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html
