generated_at_jst,checkout_id,rank,packet_id,catalog_row_id,title,price,amount_usd,amount_due_usdc,network,asset,receive_address,usdc_contract,buyer_reference,direct_checkout_url,offer_url,structured_form_url,order_board_url,payment_route_url,monitor_csv_url,proof_monitor_url,status,money_confirmed_usd,proof_rule
2026-07-05 13:57:49 JST,BUSDC-OSP-20260616-01-STATIC-DEMO-SITE-CUSTOMIZATION,1,OSP-20260616-01-STATIC-DEMO-SITE-CUSTOMIZATION,central-static-demo-site-customization,Static Demo Site Customization,$200,200.00,200.00,Base mainnet,USDC,0x1D3A2aeFC9848847cA938e59A66b0218e0771C5b,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,OSP-20260616-01-STATIC-DEMO-SITE-CUSTOMIZATION,https://jaxassistant55.github.io/jax-micro-offer-studio/base-usdc-direct-checkout.html#central-static-demo-site-customization,https://jaxassistant55.github.io/jax-micro-offer-studio/static-demo-site-customization.html,https://github.com/jaxassistant55/static-service-site-starter/issues/new?template=ready-to-pay-static-service-site-starter.yml,https://github.com/jaxassistant55/static-service-site-starter/issues/1,https://jaxassistant55.github.io/jax-micro-offer-studio/base-usdc-payment-route.html,https://jaxassistant55.github.io/jax-micro-offer-studio/base_usdc_payment_monitor.csv,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,direct_base_usdc_checkout_instructions_ready_no_payment_confirmed,0,"Count $0 unless a real buyer accepts scope, sends the listed native Base USDC amount, the on-chain transfer is matched to the buyer/order, and there is no refund or dispute."
2026-07-05 13:57:49 JST,BUSDC-OSP-20260616-02-STATIC-SERVICE-SITE-STARTER,2,OSP-20260616-02-STATIC-SERVICE-SITE-STARTER,standalone-static-service-site-starter,Static Service Site Starter,$200,200.00,200.00,Base mainnet,USDC,0x1D3A2aeFC9848847cA938e59A66b0218e0771C5b,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,OSP-20260616-02-STATIC-SERVICE-SITE-STARTER,https://jaxassistant55.github.io/jax-micro-offer-studio/base-usdc-direct-checkout.html#standalone-static-service-site-starter,https://jaxassistant55.github.io/static-service-site-starter/,https://github.com/jaxassistant55/static-service-site-starter/issues/new?template=ready-to-pay-static-service-site-starter.yml,https://github.com/jaxassistant55/static-service-site-starter/issues/1,https://jaxassistant55.github.io/jax-micro-offer-studio/base-usdc-payment-route.html,https://jaxassistant55.github.io/jax-micro-offer-studio/base_usdc_payment_monitor.csv,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,direct_base_usdc_checkout_instructions_ready_no_payment_confirmed,0,"Count $0 unless a real buyer accepts scope, sends the listed native Base USDC amount, the on-chain transfer is matched to the buyer/order, and there is no refund or dispute."
2026-07-05 13:57:49 JST,BUSDC-OSP-20260616-03-LOCAL-SEO-GBP-AUDIT,3,OSP-20260616-03-LOCAL-SEO-GBP-AUDIT,central-local-seo-gbp-audit,Local SEO / GBP Audit,$175,175.00,175.00,Base mainnet,USDC,0x1D3A2aeFC9848847cA938e59A66b0218e0771C5b,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,OSP-20260616-03-LOCAL-SEO-GBP-AUDIT,https://jaxassistant55.github.io/jax-micro-offer-studio/base-usdc-direct-checkout.html#central-local-seo-gbp-audit,https://jaxassistant55.github.io/jax-micro-offer-studio/local-seo-gbp-audit.html,https://github.com/jaxassistant55/local-seo-gbp-audit-starter/issues/new?template=ready-to-pay-local-seo-gbp-audit.yml,https://github.com/jaxassistant55/local-seo-gbp-audit-starter/issues/1,https://jaxassistant55.github.io/jax-micro-offer-studio/base-usdc-payment-route.html,https://jaxassistant55.github.io/jax-micro-offer-studio/base_usdc_payment_monitor.csv,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,direct_base_usdc_checkout_instructions_ready_no_payment_confirmed,0,"Count $0 unless a real buyer accepts scope, sends the listed native Base USDC amount, the on-chain transfer is matched to the buyer/order, and there is no refund or dispute."
2026-07-05 13:57:49 JST,BUSDC-OSP-20260616-04-AI-WORKFLOW-TRACKER-SPRINT,4,OSP-20260616-04-AI-WORKFLOW-TRACKER-SPRINT,central-ai-workflow-tracker-sprint,AI Workflow Tracker Sprint,$150,150.00,150.00,Base mainnet,USDC,0x1D3A2aeFC9848847cA938e59A66b0218e0771C5b,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,OSP-20260616-04-AI-WORKFLOW-TRACKER-SPRINT,https://jaxassistant55.github.io/jax-micro-offer-studio/base-usdc-direct-checkout.html#central-ai-workflow-tracker-sprint,https://jaxassistant55.github.io/jax-micro-offer-studio/ai-workflow-tracker-sprint.html,https://github.com/jaxassistant55/workflow-tracker-dashboard-starter/issues/new?template=ready-to-pay-workflow-tracker-dashboard-starter.yml,https://github.com/jaxassistant55/workflow-tracker-dashboard-starter/issues/1,https://jaxassistant55.github.io/jax-micro-offer-studio/base-usdc-payment-route.html,https://jaxassistant55.github.io/jax-micro-offer-studio/base_usdc_payment_monitor.csv,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,direct_base_usdc_checkout_instructions_ready_no_payment_confirmed,0,"Count $0 unless a real buyer accepts scope, sends the listed native Base USDC amount, the on-chain transfer is matched to the buyer/order, and there is no refund or dispute."
2026-07-05 13:57:49 JST,BUSDC-OSP-20260616-05-NICHE-QUOTE-ESTIMATOR,5,OSP-20260616-05-NICHE-QUOTE-ESTIMATOR,central-niche-quote-estimator,Niche Quote Estimator,$150,150.00,150.00,Base mainnet,USDC,0x1D3A2aeFC9848847cA938e59A66b0218e0771C5b,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,OSP-20260616-05-NICHE-QUOTE-ESTIMATOR,https://jaxassistant55.github.io/jax-micro-offer-studio/base-usdc-direct-checkout.html#central-niche-quote-estimator,https://jaxassistant55.github.io/jax-micro-offer-studio/niche-quote-estimator.html,https://github.com/jaxassistant55/niche-quote-estimator-starter/issues/new?template=ready-to-pay-niche-quote-estimator-starter.yml,https://github.com/jaxassistant55/niche-quote-estimator-starter/issues/1,https://jaxassistant55.github.io/jax-micro-offer-studio/base-usdc-payment-route.html,https://jaxassistant55.github.io/jax-micro-offer-studio/base_usdc_payment_monitor.csv,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,direct_base_usdc_checkout_instructions_ready_no_payment_confirmed,0,"Count $0 unless a real buyer accepts scope, sends the listed native Base USDC amount, the on-chain transfer is matched to the buyer/order, and there is no refund or dispute."
2026-07-05 13:57:49 JST,BUSDC-OSP-20260616-06-NICHE-QUOTE-ESTIMATOR-STARTER,6,OSP-20260616-06-NICHE-QUOTE-ESTIMATOR-STARTER,standalone-niche-quote-estimator-starter,Niche Quote Estimator Starter,$150,150.00,150.00,Base mainnet,USDC,0x1D3A2aeFC9848847cA938e59A66b0218e0771C5b,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,OSP-20260616-06-NICHE-QUOTE-ESTIMATOR-STARTER,https://jaxassistant55.github.io/jax-micro-offer-studio/base-usdc-direct-checkout.html#standalone-niche-quote-estimator-starter,https://jaxassistant55.github.io/niche-quote-estimator-starter/,https://github.com/jaxassistant55/niche-quote-estimator-starter/issues/new?template=ready-to-pay-niche-quote-estimator-starter.yml,https://github.com/jaxassistant55/niche-quote-estimator-starter/issues/1,https://jaxassistant55.github.io/jax-micro-offer-studio/base-usdc-payment-route.html,https://jaxassistant55.github.io/jax-micro-offer-studio/base_usdc_payment_monitor.csv,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,direct_base_usdc_checkout_instructions_ready_no_payment_confirmed,0,"Count $0 unless a real buyer accepts scope, sends the listed native Base USDC amount, the on-chain transfer is matched to the buyer/order, and there is no refund or dispute."
2026-07-05 13:57:49 JST,BUSDC-OSP-20260616-07-TECHNICAL-DOCS-CLEANUP,7,OSP-20260616-07-TECHNICAL-DOCS-CLEANUP,central-technical-docs-cleanup,Technical Docs Cleanup,$150,150.00,150.00,Base mainnet,USDC,0x1D3A2aeFC9848847cA938e59A66b0218e0771C5b,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,OSP-20260616-07-TECHNICAL-DOCS-CLEANUP,https://jaxassistant55.github.io/jax-micro-offer-studio/base-usdc-direct-checkout.html#central-technical-docs-cleanup,https://jaxassistant55.github.io/jax-micro-offer-studio/technical-docs-cleanup.html,https://github.com/jaxassistant55/technical-docs-cleanup-starter/issues/new?template=ready-to-pay-technical-docs-cleanup-starter.yml,https://github.com/jaxassistant55/technical-docs-cleanup-starter/issues/1,https://jaxassistant55.github.io/jax-micro-offer-studio/base-usdc-payment-route.html,https://jaxassistant55.github.io/jax-micro-offer-studio/base_usdc_payment_monitor.csv,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,direct_base_usdc_checkout_instructions_ready_no_payment_confirmed,0,"Count $0 unless a real buyer accepts scope, sends the listed native Base USDC amount, the on-chain transfer is matched to the buyer/order, and there is no refund or dispute."
2026-07-05 13:57:49 JST,BUSDC-OSP-20260616-08-TECHNICAL-DOCS-CLEANUP-STARTER,8,OSP-20260616-08-TECHNICAL-DOCS-CLEANUP-STARTER,standalone-technical-docs-cleanup-starter,Technical Docs Cleanup Starter,$150,150.00,150.00,Base mainnet,USDC,0x1D3A2aeFC9848847cA938e59A66b0218e0771C5b,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,OSP-20260616-08-TECHNICAL-DOCS-CLEANUP-STARTER,https://jaxassistant55.github.io/jax-micro-offer-studio/base-usdc-direct-checkout.html#standalone-technical-docs-cleanup-starter,https://jaxassistant55.github.io/technical-docs-cleanup-starter/,https://github.com/jaxassistant55/technical-docs-cleanup-starter/issues/new?template=ready-to-pay-technical-docs-cleanup-starter.yml,https://github.com/jaxassistant55/technical-docs-cleanup-starter/issues/1,https://jaxassistant55.github.io/jax-micro-offer-studio/base-usdc-payment-route.html,https://jaxassistant55.github.io/jax-micro-offer-studio/base_usdc_payment_monitor.csv,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,direct_base_usdc_checkout_instructions_ready_no_payment_confirmed,0,"Count $0 unless a real buyer accepts scope, sends the listed native Base USDC amount, the on-chain transfer is matched to the buyer/order, and there is no refund or dispute."
2026-07-05 13:57:49 JST,BUSDC-OSP-20260616-09-WEBSITE-AUDIT-MICROSERVICE,9,OSP-20260616-09-WEBSITE-AUDIT-MICROSERVICE,central-website-audit-microservice,Website Audit Microservice,$150,150.00,150.00,Base mainnet,USDC,0x1D3A2aeFC9848847cA938e59A66b0218e0771C5b,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,OSP-20260616-09-WEBSITE-AUDIT-MICROSERVICE,https://jaxassistant55.github.io/jax-micro-offer-studio/base-usdc-direct-checkout.html#central-website-audit-microservice,https://jaxassistant55.github.io/jax-micro-offer-studio/website-audit-microservice.html,https://github.com/jaxassistant55/website-audit-microservice-starter/issues/new?template=ready-to-pay-website-audit-microservice-starter.yml,https://github.com/jaxassistant55/website-audit-microservice-starter/issues/1,https://jaxassistant55.github.io/jax-micro-offer-studio/base-usdc-payment-route.html,https://jaxassistant55.github.io/jax-micro-offer-studio/base_usdc_payment_monitor.csv,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,direct_base_usdc_checkout_instructions_ready_no_payment_confirmed,0,"Count $0 unless a real buyer accepts scope, sends the listed native Base USDC amount, the on-chain transfer is matched to the buyer/order, and there is no refund or dispute."
2026-07-05 13:57:49 JST,BUSDC-OSP-20260616-10-WEBSITE-AUDIT-MICROSERVICE-STARTER,10,OSP-20260616-10-WEBSITE-AUDIT-MICROSERVICE-STARTER,standalone-website-audit-microservice-starter,Website Audit Microservice Starter,$150,150.00,150.00,Base mainnet,USDC,0x1D3A2aeFC9848847cA938e59A66b0218e0771C5b,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,OSP-20260616-10-WEBSITE-AUDIT-MICROSERVICE-STARTER,https://jaxassistant55.github.io/jax-micro-offer-studio/base-usdc-direct-checkout.html#standalone-website-audit-microservice-starter,https://jaxassistant55.github.io/website-audit-microservice-starter/,https://github.com/jaxassistant55/website-audit-microservice-starter/issues/new?template=ready-to-pay-website-audit-microservice-starter.yml,https://github.com/jaxassistant55/website-audit-microservice-starter/issues/1,https://jaxassistant55.github.io/jax-micro-offer-studio/base-usdc-payment-route.html,https://jaxassistant55.github.io/jax-micro-offer-studio/base_usdc_payment_monitor.csv,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,direct_base_usdc_checkout_instructions_ready_no_payment_confirmed,0,"Count $0 unless a real buyer accepts scope, sends the listed native Base USDC amount, the on-chain transfer is matched to the buyer/order, and there is no refund or dispute."
